Datum,Globalstrahlung,Gesamtschneehöhe,Gesamtbewölkung,Luftdruck,Niederschlag,Sonnenscheindauer,Lufttemperatur,Lufttemperatur (min),Lufttemperatur (max),Luftfeuchtigkeit
20240203,107.44827586206897,36.56,16.77777777777778,905.9275862068966,0.0,423.7931034482759,4.048275862068966,-0.03793103448275859,9.793103448275861,70.18275862068965
20240204,105.86206896551724,36.36,42.333333333333336,904.4586206896552,0.0,389.37931034482756,3.6551724137931036,-0.5793103448275863,8.972413793103447,70.12068965517241
20240205,105.27586206896552,36.2,34.77777777777778,902.1172413793104,0.0,402.55172413793105,3.589655172413793,-0.5793103448275863,8.979310344827585,65.94137931034483
20240206,86.48275862068965,36.04,62.111111111111114,897.5103448275862,0.0,260.44827586206895,2.36551724137931,-1.686206896551724,7.341379310344828,67.96896551724139
20240207,75.79310344827586,35.92,73.11111111111111,890.5344827586207,5.760714285714286,131.89655172413794,2.4379310344827587,-2.093103448275862,6.789655172413793,75.21379310344827
20240208,68.17241379310344,36.52,80.22222222222223,883.4206896551724,2.9250000000000003,85.79310344827586,5.175862068965517,2.2655172413793103,8.9,82.03103448275863
20240209,36.3448275862069,36.44,100.0,873.9965517241379,6.4071428571428575,5.655172413793103,5.6482758620689655,3.872413793103448,7.627586206896551,81.5551724137931
20240210,56.6551724137931,37.96,95.88888888888889,868.1827586206896,5.803571428571429,39.793103448275865,5.23103448275862,2.493103448275862,8.072413793103449,79.16206896551724
20240211,71.51724137931035,39.24,91.77777777777777,875.0689655172414,1.6392857142857142,53.58620689655172,2.4896551724137934,0.4379310344827586,5.386206896551724,83.2551724137931
20240212,86.48275862068965,39.32,82.44444444444444,884.048275862069,0.7642857142857143,112.34482758620689,2.1206896551724137,-0.5379310344827586,4.962068965517242,78.81379310344828
20240213,129.20689655172413,39.68,25.3,895.5448275862069,0.0071428571428571435,454.82758620689657,1.6793103448275861,-2.527586206896552,6.175862068965517,68.73793103448276
20240214,102.62068965517241,38.88,56.0,899.8379310344827,0.0035714285714285718,235.72413793103448,3.996551724137931,-1.103448275862069,9.568965517241379,63.265517241379314
20240215,93.65517241379311,38.44,72.6,897.1862068965518,0.0,187.58620689655172,5.486206896551724,0.41724137931034494,10.751724137931035,64.0
20240216,99.51724137931035,38.04,75.9,896.9172413793103,0.20357142857142857,236.72413793103448,6.882758620689655,2.679310344827586,11.827586206896552,69.08275862068966
20240217,82.41379310344827,37.56,65.5,905.1379310344828,0.575,155.06896551724137,6.155172413793103,3.2758620689655173,9.437931034482759,82.97241379310344
20240218,98.24137931034483,36.6,79.3,905.8413793103449,4.464285714285714,168.58620689655172,5.713793103448276,2.0344827586206895,9.56551724137931,75.22413793103448
20240219,88.58620689655173,36.88,76.4,903.7827586206897,7.625,131.9655172413793,4.944827586206896,2.5931034482758624,7.93448275862069,80.2896551724138
20240220,117.34482758620689,38.32,57.4,903.3655172413793,0.6178571428571429,245.68965517241378,2.8551724137931034,-0.7241379310344828,6.30344827586207,76.19655172413792
20240221,113.58620689655173,37.88,81.0,897.3620689655172,1.717857142857143,233.82758620689654,4.06551724137931,-1.3655172413793102,9.00344827586207,63.97241379310345
20240222,38.96551724137931,37.56,99.2,882.6103448275862,18.732142857142858,0.4827586206896552,5.020689655172413,1.7448275862068967,7.527586206896552,80.03793103448275
20240223,93.86206896551724,43.88,65.9,876.5620689655173,2.092857142857143,181.0344827586207,0.7655172413793103,-3.189655172413793,4.017241379310345,77.21724137931034
20240224,101.24137931034483,44.92,73.2,881.3310344827586,3.753571428571429,183.6206896551724,-0.09310344827586198,-4.120689655172414,3.4896551724137934,76.07931034482759
20240225,135.51724137931035,47.76,66.3,881.6275862068966,2.8464285714285715,344.0344827586207,1.1482758620689657,-3.537931034482759,5.2379310344827585,70.17586206896551
20240226,77.79310344827586,47.6,88.8,878.7413793103449,4.175,58.37931034482759,2.9413793103448276,0.12758620689655176,5.951724137931034,73.48275862068965
20240227,63.275862068965516,48.28,98.0,885.7793103448275,2.3392857142857144,17.82758620689655,2.9896551724137934,0.46896551724137925,5.279310344827586,84.2448275862069
20240228,78.79310344827586,47.28,89.7,894.0379310344827,0.05357142857142857,65.27586206896552,3.944827586206897,2.1413793103448278,6.468965517241379,83.4448275862069
20240229,120.20689655172414,45.68,79.2,889.755172413793,3.9107142857142856,268.17241379310343,4.310344827586207,1.1517241379310343,8.248275862068965,79.83103448275861
20240301,61.48275862068966,45.0,94.7,884.4620689655173,7.678571428571429,17.24137931034483,3.127586206896552,0.9586206896551724,5.137931034482759,89.7448275862069
20240302,113.89655172413794,45.92,84.2,881.6551724137931,3.2785714285714285,196.68965517241378,4.051724137931035,0.24482758620689657,7.8517241379310345,78.70344827586207
20240303,106.82758620689656,45.6,93.4,878.551724137931,1.5142857142857142,133.93103448275863,5.096551724137932,2.1448275862068966,8.724137931034482,70.13103448275862
20240304,107.58620689655173,45.16,74.3,886.3482758620689,0.09642857142857143,187.24137931034483,3.475862068965517,0.9344827586206896,6.413793103448276,80.78620689655173
20240305,73.44827586206897,44.04,96.0,890.5241379310345,13.392857142857142,27.620689655172413,2.103448275862069,-0.8999999999999999,5.031034482758621,85.00689655172413
20240306,95.6896551724138,52.44,92.5,894.1655172413792,4.085714285714286,62.06896551724138,0.32758620689655177,-1.913793103448276,2.531034482758621,85.50344827586207
20240307,155.79310344827587,51.76,45.1,892.3724137931034,0.014285714285714287,369.51724137931035,0.6655172413793102,-3.8241379310344827,5.058620689655172,76.92758620689655
20240308,125.41379310344827,49.12,76.7,886.1827586206896,1.0785714285714285,228.82758620689654,1.7689655172413792,-2.720689655172414,5.7620689655172415,73.35862068965517
20240309,115.75862068965517,48.52,85.9,880.1034482758621,2.0,173.44827586206895,4.055172413793104,-0.3137931034482758,7.368965517241379,65.82758620689656
20240310,39.62068965517241,47.72,98.8,875.3896551724138,14.975,3.8275862068965516,3.496551724137931,-0.33793103448275863,7.093103448275862,78.17931034482758
20240311,157.72413793103448,54.36,60.9,884.0793103448276,0.7357142857142858,286.82758620689657,2.113793103448276,-2.506896551724138,6.658620689655172,79.82068965517242
20240312,106.37931034482759,52.68,77.3,893.3310344827586,8.635714285714286,98.34482758620689,3.0241379310344825,0.22758620689655173,5.951724137931034,79.7551724137931
20240313,123.20689655172414,55.04,76.7,894.7965517241379,4.771428571428571,146.13793103448276,4.296551724137931,1.0310344827586206,8.303448275862069,84.31724137931033
20240314,188.58620689655172,53.04,54.3,893.4344827586207,0.0035714285714285718,499.9655172413793,5.862068965517241,0.3620689655172414,12.144827586206896,73.04827586206896
20240315,137.0344827586207,51.08,75.5,893.8689655172413,9.685714285714285,205.06896551724137,6.844827586206897,2.779310344827586,11.424137931034483,74.10344827586206
20240316,154.6551724137931,51.12,70.4,897.7965517241379,1.1178571428571427,241.9655172413793,6.093103448275862,2.7758620689655173,10.158620689655173,78.59310344827585
20240317,106.48275862068965,48.4,85.9,898.055172413793,4.746428571428572,70.17241379310344,5.586206896551724,1.2206896551724138,9.37241379310345,75.06551724137931
20240318,71.10344827586206,47.8,87.6,893.8103448275862,14.367857142857144,40.13793103448276,5.748275862068965,3.3000000000000003,8.358620689655172,88.85517241379311
20240319,202.89655172413794,48.52,55.0,895.3379310344827,0.0,518.3103448275862,5.9655172413793105,1.5517241379310345,11.210344827586209,75.43793103448276
20240320,209.13793103448276,46.68,56.7,897.1172413793104,0.5321428571428571,567.4137931034483,7.189655172413793,1.2034482758620688,13.506896551724138,67.20689655172414
20240321,123.79310344827586,45.8,77.9,900.2827586206897,4.003571428571429,175.27586206896552,7.927586206896552,3.7448275862068963,12.53793103448276,74.5206896551724
20240322,208.13793103448276,45.04,63.8,896.8310344827586,0.42142857142857143,484.3448275862069,8.244827586206897,2.7896551724137932,14.437931034482759,56.99655172413794
20240323,132.20689655172413,44.16,76.7,890.106896551724,8.553571428571429,185.9655172413793,4.2827586206896555,-0.2965517241379313,9.662068965517241,69.03793103448277
20240324,140.48275862068965,46.88,72.2,887.6862068965518,2.8964285714285714,145.72413793103448,0.8655172413793104,-1.996551724137931,4.027586206896552,71.71724137931035
20240325,228.13793103448276,46.64,52.3,882.4620689655173,0.04642857142857142,516.2413793103449,3.024137931034483,-3.6482758620689655,8.320689655172414,54.53448275862069
20240326,161.3448275862069,45.44,80.4,873.8620689655172,4.25,261.3448275862069,5.968965517241379,1.479310344827586,10.162068965517241,57.265517241379314
20240327,55.44827586206897,46.0,91.8,869.5310344827586,11.664285714285715,27.551724137931036,2.8689655172413793,-0.8103448275862071,7.127586206896551,83.7655172413793
20240328,114.89655172413794,49.28,75.5,875.7103448275861,3.8464285714285715,135.27586206896552,2.4172413793103447,-1.4482758620689655,6.613793103448276,75.34482758620689
20240329,133.93103448275863,49.96,89.7,880.8241379310346,2.789285714285714,110.3103448275862,8.068965517241379,1.5,12.555172413793104,59.765517241379314
20240330,107.65517241379311,47.72,94.3,879.3793103448276,13.24642857142857,53.51724137931034,8.427586206896551,3.8689655172413793,12.203448275862069,65.01724137931035
20240331,131.10344827586206,48.2,91.4,877.8827586206896,20.682142857142857,140.0,7.127586206896552,3.4827586206896552,11.03448275862069,74.87931034482759
20240401,99.79310344827586,50.68,88.9,880.7344827586206,10.482142857142858,73.48275862068965,4.517241379310345,1.3482758620689652,8.520689655172413,82.40689655172415
20240402,220.44827586206895,51.04,53.1,890.803448275862,0.5892857142857143,434.41379310344826,4.503448275862069,0.503448275862069,9.62758620689655,68.36551724137931
20240403,105.34482758620689,49.56,94.0,891.0103448275862,2.5035714285714286,27.79310344827586,5.3,1.5448275862068965,8.420689655172414,76.41034482758621
20240404,169.24137931034483,49.36,72.3,894.7344827586206,0.1392857142857143,199.75862068965517,8.310344827586206,3.4551724137931035,12.786206896551725,71.33103448275861
20240405,231.3793103448276,48.16,67.0,896.5413793103448,0.0,489.3103448275862,10.96896551724138,4.662068965517241,16.90344827586207,59.706896551724135
20240406,251.0,46.04,63.4,898.0931034482759,0.0,564.6551724137931,12.824137931034482,5.789655172413793,20.06896551724138,48.42413793103448
20240407,179.0,44.12,90.5,897.303448275862,0.0,169.44827586206895,13.73448275862069,7.948275862068965,19.482758620689655,48.20344827586207
20240408,200.6206896551724,43.0,70.1,892.2172413793103,0.6,346.9310344827586,14.751724137931035,8.717241379310344,19.96206896551724,46.83793103448276
20240409,58.13793103448276,40.84,95.1,894.3137931034482,14.875,13.724137931034482,6.389655172413794,1.2689655172413792,15.141379310344828,77.37241379310345
20240410,132.3793103448276,42.72,88.8,902.0,1.2750000000000001,75.44827586206897,3.5,0.4551724137931034,6.9655172413793105,79.4793103448276
20240411,266.7241379310345,41.96,21.7,907.1620689655173,0.0,628.551724137931,7.503448275862069,1.1413793103448275,13.710344827586209,69.92068965517241
20240412,270.2758620689655,40.56,39.1,908.1379310344828,0.0,635.1379310344828,10.441379310344828,3.613793103448276,17.544827586206896,63.56206896551724
20240413,275.13793103448273,38.96,52.3,905.6413793103447,0.0,670.0344827586207,12.793103448275861,5.872413793103449,20.20689655172414,55.179310344827584
20240414,278.7931034482759,37.84,42.7,900.7551724137932,0.17857142857142858,668.4827586206897,14.248275862068965,7.172413793103448,21.66551724137931,51.55172413793103
20240415,148.17241379310346,36.48,83.5,891.0275862068966,3.9321428571428574,159.10344827586206,11.810344827586206,6.848275862068966,16.05862068965517,66.95172413793104
20240416,198.6551724137931,35.84,66.9,886.9275862068966,7.089285714285714,239.9655172413793,4.027586206896552,0.4172413793103448,8.248275862068965,67.41724137931034
20240417,149.06896551724137,39.32,80.9,886.5896551724137,7.064285714285715,122.86206896551724,1.210344827586207,-1.3482758620689657,4.448275862068965,80.19310344827586
20240418,195.0344827586207,40.68,81.6,890.7137931034483,2.2142857142857144,177.31034482758622,0.3620689655172413,-2.410344827586207,3.720689655172414,76.22413793103448
20240419,123.93103448275862,39.16,87.9,892.448275862069,12.885714285714286,69.17241379310344,1.2620689655172415,-2.6999999999999997,4.582758620689655,76.56551724137931
20240420,194.13793103448276,44.68,74.2,892.7413793103449,3.9857142857142853,175.41379310344828,1.1413793103448275,-1.5448275862068965,4.155172413793103,77.49655172413793
20240421,160.13793103448276,44.2,87.9,892.2931034482758,4.45,90.24137931034483,-0.4206896551724137,-3.103448275862069,3.306896551724138,79.46206896551725
20240422,121.51724137931035,45.4,97.5,890.6620689655173,2.1821428571428574,18.413793103448278,-0.9172413793103448,-3.151724137931035,1.2586206896551724,82.60344827586206
20240423,160.24137931034483,47.44,94.2,888.1448275862069,1.1357142857142857,70.3103448275862,0.11379310344827584,-2.1482758620689655,2.8758620689655174,78.37586206896552
20240424,209.6551724137931,47.44,82.2,886.4172413793103,2.0464285714285713,200.44827586206895,0.9482758620689655,-2.296551724137931,4.837931034482759,71.2896551724138
20240425,265.55172413793105,47.64,50.4,884.6137931034483,0.3821428571428571,409.58620689655174,1.8034482758620691,-2.413793103448276,6.558620689655172,65.68275862068965
20240426,197.68965517241378,44.6,87.6,885.1931034482758,0.8964285714285715,225.6551724137931,4.5793103448275865,0.12413793103448281,9.058620689655172,70.51724137931035
20240427,238.6206896551724,43.36,70.9,887.6896551724138,2.782142857142857,390.7241379310345,7.586206896551724,1.7448275862068967,12.26551724137931,63.04827586206897
20240428,132.27586206896552,42.32,92.6,893.0758620689655,4.3,81.20689655172414,8.041379310344826,4.393103448275863,11.458620689655174,73.20344827586207
20240429,245.0,41.04,77.1,897.106896551724,0.017857142857142856,383.9655172413793,9.937931034482759,3.9827586206896552,15.544827586206896,68.12413793103448
20240430,235.0344827586207,39.12,67.6,893.5034482758621,1.1428571428571428,384.8965517241379,12.524137931034483,6.341379310344828,17.824137931034482,55.92758620689656
20240501,173.06896551724137,36.52,88.77777777777777,884.7896551724139,4.7,185.48275862068965,11.882758620689655,7.524137931034482,16.506896551724136,64.22068965517242
20240502,136.27586206896552,34.56,90.66666666666667,882.7344827586206,8.107142857142858,74.86206896551724,8.303448275862069,4.927586206896552,12.296551724137931,80.32068965517242
20240503,149.06896551724137,34.4,92.22222222222223,891.5310344827586,2.782142857142857,65.89655172413794,6.13448275862069,3.262068965517241,9.555172413793104,81.18620689655172
20240504,249.68965517241378,34.6,77.66666666666667,892.3103448275862,0.7678571428571429,358.37931034482756,8.434482758620689,2.372413793103448,13.937931034482759,71.81379310344828
20240505,196.6551724137931,34.04,88.0,891.196551724138,4.325,158.24137931034483,10.979310344827585,6.9896551724137925,15.63103448275862,74.44137931034483
20240506,92.13793103448276,33.44,97.77777777777777,889.6034482758621,10.928571428571429,17.379310344827587,8.789655172413793,6.658620689655172,11.220689655172412,87.35517241379311
20240507,95.34482758620689,33.2,100.0,892.6482758620689,12.792857142857143,0.6896551724137931,6.703448275862069,5.258620689655173,8.637931034482758,91.84137931034483
20240508,199.3448275862069,34.12,77.44444444444444,898.0068965517241,0.9,201.10344827586206,8.286206896551725,5.441379310344828,11.986206896551725,82.2448275862069
20240509,278.37931034482756,33.72,45.44444444444444,898.948275862069,0.0,463.7931034482759,9.96896551724138,5.175862068965517,15.065517241379311,73.77241379310345
20240510,330.3103448275862,33.28,32.55555555555556,897.8241379310346,0.0,677.1034482758621,11.706896551724139,5.127586206896551,18.03793103448276,67.95862068965518
20240511,327.51724137931035,32.96,25.22222222222222,896.9931034482759,0.08214285714285714,684.4827586206897,12.941379310344828,6.141379310344828,19.47241379310345,63.220689655172414
20240512,248.48275862068965,32.52,78.33333333333333,895.248275862069,4.9678571428571425,381.0344827586207,13.562068965517241,8.055172413793104,19.606896551724137,67.92068965517241
20240513,199.44827586206895,31.68,82.0,892.2758620689655,2.0107142857142857,204.13793103448276,12.062068965517241,8.075862068965517,16.751724137931035,75.42758620689655
20240514,235.6206896551724,31.2,68.55555555555556,886.8793103448276,8.957142857142857,375.0344827586207,12.313793103448276,6.824137931034483,17.872413793103448,71.60000000000001
20240515,149.31034482758622,30.52,95.88888888888889,885.6,9.135714285714286,68.44827586206897,10.075862068965517,7.248275862068966,13.624137931034484,82.6896551724138
20240516,130.82758620689654,30.04,94.11111111111111,885.0655172413793,17.839285714285715,97.17241379310344,8.124137931034483,5.437931034482758,12.12758620689655,86.78275862068965
20240517,254.17241379310346,30.4,72.22222222222223,888.0379310344827,0.7535714285714287,331.3103448275862,8.955172413793104,5.127586206896551,14.048275862068964,77.74137931034483
20240518,221.82758620689654,29.44,68.875,890.8482758620689,2.9107142857142856,301.2413793103448,10.189655172413794,5.796551724137931,15.779310344827588,75.56551724137931
20240519,251.72413793103448,28.96,59.22222222222222,890.6103448275862,0.5,331.37931034482756,10.879310344827585,5.9896551724137925,16.324137931034482,74.76206896551724
20240520,247.3793103448276,28.44,81.55555555555556,888.5758620689655,8.442857142857143,369.0344827586207,12.310344827586206,6.520689655172413,17.71379310344828,70.82758620689656
20240521,159.68965517241378,27.84,94.55555555555556,887.5379310344827,6.946428571428571,118.79310344827586,10.072413793103449,7.837931034482759,14.072413793103449,85.15172413793104
20240522,216.06896551724137,27.64,85.11111111111111,891.4551724137931,5.557142857142857,184.0,10.286206896551725,7.337931034482759,15.03448275862069,80.90689655172415
20240523,155.0,27.64,93.77777777777777,894.4344827586207,7.8999999999999995,77.3103448275862,8.46551724137931,5.958620689655173,11.76896551724138,87.94827586206897
20240524,212.58620689655172,27.52,85.11111111111111,895.6103448275862,3.9285714285714284,197.48275862068965,9.041379310344826,5.482758620689655,14.117241379310345,82.56206896551724
20240525,249.24137931034483,27.2,69.11111111111111,895.4689655172414,0.7392857142857142,327.62068965517244,9.76896551724138,5.686206896551725,14.63103448275862,78.32758620689656
20240526,263.86206896551727,26.68,57.0,896.6931034482758,2.592857142857143,414.37931034482756,12.141379310344828,5.537931034482758,17.875862068965517,68.5551724137931
20240527,141.3793103448276,26.12,91.33333333333333,896.7310344827587,10.021428571428572,77.82758620689656,11.513793103448275,8.303448275862069,15.568965517241379,85.13793103448276
20240528,288.6896551724138,25.56,54.44444444444444,896.9827586206897,0.03928571428571428,450.0344827586207,10.648275862068965,6.506896551724138,15.299999999999999,71.41724137931034
20240529,203.3793103448276,25.12,86.11111111111111,893.3655172413793,8.057142857142857,148.10344827586206,11.527586206896553,6.968965517241379,16.43448275862069,73.84137931034483
20240530,176.68965517241378,24.6,88.22222222222223,887.0206896551724,16.20357142857143,128.58620689655172,10.855172413793104,6.937931034482758,15.189655172413794,87.06896551724138
20240531,89.41379310344827,24.8,96.33333333333333,888.6137931034483,18.86785714285714,6.620689655172414,6.63448275862069,5.082758620689655,8.641379310344828,88.16206896551724
20240601,199.93103448275863,26.64,85.22222222222223,893.6517241379311,2.1142857142857143,150.55172413793105,9.427586206896551,5.810344827586207,13.327586206896552,82.08620689655173
20240602,153.48275862068965,26.84,95.0,895.5724137931034,10.257142857142856,41.06896551724138,10.482758620689655,7.910344827586207,13.858620689655172,87.67241379310344
20240603,154.27586206896552,26.28,89.55555555555556,894.7241379310345,4.475,86.10344827586206,11.089655172413794,8.810344827586206,13.96206896551724,87.43103448275862
20240604,306.51724137931035,25.68,54.666666666666664,893.1206896551724,0.3821428571428571,522.7241379310345,13.279310344827588,8.172413793103448,18.50344827586207,75.01379310344828
20240605,295.0689655172414,25.04,58.888888888888886,894.3379310344827,1.0285714285714287,499.3103448275862,14.796551724137931,9.082758620689654,20.43793103448276,71.00689655172413
20240606,252.0344827586207,24.36,75.55555555555556,896.6482758620689,2.6999999999999997,398.17241379310343,14.96896551724138,9.596551724137932,21.25172413793103,73.08275862068966
20240607,261.2068965517241,23.72,78.88888888888889,897.1689655172414,2.6750000000000003,375.3103448275862,15.786206896551725,10.848275862068967,21.124137931034483,75.25862068965517
20240608,187.0,22.48,84.33333333333333,893.4,4.6499999999999995,193.72413793103448,15.710344827586209,11.23103448275862,20.151724137931033,78.67241379310344
20240609,165.58620689655172,21.16,96.33333333333333,888.1241379310344,14.196428571428571,81.37931034482759,14.558620689655172,11.10344827586207,19.28620689655172,84.51379310344828
20240610,251.72413793103448,20.04,71.33333333333333,888.2448275862068,1.6,310.2758620689655,12.803448275862069,9.313793103448276,17.09655172413793,76.53793103448275
20240611,144.6551724137931,19.56,86.55555555555556,891.7965517241379,4.064285714285715,75.20689655172414,9.26896551724138,6.1000000000000005,13.12758620689655,82.03103448275863
20240612,287.3103448275862,19.28,62.888888888888886,893.6862068965518,0.8464285714285715,416.17241379310343,9.762068965517242,4.944827586206896,14.758620689655173,70.8103448275862
20240613,333.6896551724138,18.48,42.55555555555556,894.4413793103448,0.2571428571428572,602.0344827586207,11.227586206896552,6.0793103448275865,16.46551724137931,64.21724137931034
20240614,146.27586206896552,18.0,89.55555555555556,892.7724137931035,12.5,64.0,12.251724137931035,8.724137931034482,16.06206896551724,75.82413793103449
20240615,157.6206896551724,17.6,93.22222222222223,890.4344827586207,8.703571428571427,131.6206896551724,11.948275862068966,9.324137931034482,15.820689655172414,82.5
20240616,296.51724137931035,17.2,70.88888888888889,891.2965517241379,0.060714285714285714,416.6551724137931,13.658620689655173,8.710344827586207,19.02758620689655,71.32068965517242
20240617,255.86206896551724,17.0,68.22222222222223,894.7034482758621,0.29642857142857143,371.9310344827586,15.36896551724138,10.593103448275862,20.26551724137931,71.45862068965518
20240618,312.2413793103448,16.0,69.66666666666667,895.3965517241379,0.0,619.6206896551724,18.106896551724137,10.758620689655173,24.16896551724138,61.43793103448276
20240619,300.2758620689655,15.2,61.666666666666664,895.748275862069,1.2714285714285716,540.8620689655172,19.196551724137933,13.437931034482759,24.74137931034483,65.08275862068966
20240620,119.41379310344827,14.8,95.44444444444444,898.4,5.817857142857143,38.241379310344826,17.348275862068967,14.072413793103449,20.99655172413793,78.21379310344827
20240621,90.58620689655173,14.4,97.33333333333333,895.7068965517242,21.789285714285715,52.44827586206897,14.406896551724138,10.624137931034484,19.400000000000002,86.40689655172415
20240622,175.51724137931035,14.0,82.44444444444444,894.6827586206896,12.078571428571427,189.24137931034483,11.541379310344826,8.296551724137931,16.46206896551724,85.56206896551724
20240623,154.6206896551724,13.8,91.44444444444444,895.2034482758621,1.1142857142857143,53.03448275862069,11.637931034482758,8.344827586206897,15.144827586206896,84.7655172413793
20240624,291.37931034482756,13.2,50.0,894.3517241379311,0.08928571428571429,493.0689655172414,15.689655172413794,9.927586206896551,21.03103448275862,74.74827586206897
